,Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage(km/l),Engine(CC),Power(bhp),Seats,New_Price(Lakh),Brand
1650,Honda City 1.5 S MT,Pune,9734.3,2014,43772,Petrol,Manual,First,17.0,1497,118.0,5.0,,Honda
1651,Hyundai Grand i10 AT Asta,Coimbatore,10853.36,2017,23576,Petrol,Automatic,First,18.9,1197,82.0,5.0,,Hyundai
1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,58252.48,2017,4000,Diesel,Automatic,First,13.6,1999,177.0,5.0,53.41,Jaguar
1653,Mahindra Scorpio VLX,Kolkata,9581.0,2012,62000,Diesel,Manual,First,12.05,2179,120.0,8.0,,Mahindra
1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,15559.54,2011,36000,Petrol,Automatic,First,11.74,1796,186.0,5.0,,Mercedes-Benz
1655,Skoda Superb Elegance 1.8 TSI AT,Delhi,16479.32,2014,80000,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
1656,Chevrolet Cruze LTZ AT,Pune,7128.26,2012,137008,Diesel,Automatic,First,18.1,1991,147.9,4.0,,Chevrolet
1657,Mahindra Scorpio VLX,Delhi,7281.56,2010,61001,Diesel,Manual,First,12.05,2179,120.0,8.0,,Mahindra
1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,11926.43,2015,52191,Petrol,Manual,First,17.1,1591,121.3,5.0,,Hyundai
1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,10347.48,2016,77076,Diesel,Manual,First,23.0,1396,90.0,5.0,,Hyundai
1660,Honda City ZX CVT,Hyderabad,4583.55,2008,56000,Petrol,Automatic,First,16.4,1497,78.0,5.0,,Honda
1661,Hyundai i10 Magna,Kolkata,3602.46,2013,21000,Petrol,Manual,First,20.36,1197,78.9,5.0,,Hyundai
1662,Honda Amaze S i-Dtech,Delhi,5595.3,2013,89429,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
1663,Maruti Wagon R LXI,Delhi,4200.31,2012,45631,Petrol,Manual,Second,22.5,998,67.04,5.0,4.59,Maruti
1664,Honda Brio S MT,Jaipur,5365.36,2013,53959,Petrol,Manual,First,19.4,1198,86.8,5.0,,Honda
1665,Hyundai i20 1.2 Sportz Option,Kochi,7296.89,2014,55804,Petrol,Manual,First,17.0,1197,80.0,5.0,,Hyundai
1666,Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,9504.35,2016,25899,Petrol,Manual,First,15.04,1598,103.2,5.0,,Volkswagen
1667,Skoda Octavia Rider 1.9 TDI MT,Pune,3602.46,2008,82000,Diesel,Manual,Second,18.7,1896,66.0,5.0,,Skoda
1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,37557.52,2014,52000,Diesel,Automatic,First,13.0,2143,204.0,5.0,,Mercedes-Benz
1669,Renault Duster Petrol RxL,Pune,9197.76,2013,20000,Petrol,Manual,First,13.24,1598,102.57,5.0,,Renault
1670,Hyundai EON Sportz,Hyderabad,5595.3,2017,31829,Petrol,Manual,First,21.1,814,55.2,5.0,,Hyundai
1671,Maruti Swift VXI,Coimbatore,9596.33,2016,18094,Petrol,Manual,Second,18.6,1197,85.8,5.0,,Maruti
1673,Audi Q5 3.0 TDI Quattro Technology,Mumbai,50511.03,2015,11964,Diesel,Automatic,First,13.22,2967,241.4,5.0,,Audi
1674,Hyundai i20 1.2 Spotz,Coimbatore,11957.09,2018,22684,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
1675,Honda Brio S MT,Bangalore,6515.08,2014,43521,Petrol,Manual,First,19.4,1198,86.8,5.0,,Honda
1676,Maruti Swift Dzire ZXi,Kochi,7450.19,2014,49386,Petrol,Manual,First,17.5,1298,85.8,5.0,,Maruti
1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,7511.5,2017,12248,Petrol,Manual,First,18.9,1197,81.86,5.0,6.54,Hyundai
1678,Mahindra Xylo E8 ABS BS IV,Coimbatore,10822.7,2014,67771,Diesel,Manual,First,11.68,2498,112.0,8.0,,Mahindra
1679,Volkswagen Polo GTI,Delhi,6898.32,2015,60007,Petrol,Automatic,First,17.21,1798,189.0,4.0,,Volkswagen
1680,Maruti Alto K10 VXI,Coimbatore,4936.13,2011,48624,Petrol,Manual,First,24.07,998,67.1,5.0,4.7,Maruti
1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,4982.12,2014,30000,Diesel,Manual,First,22.07,1199,73.9,5.0,,Volkswagen
1682,Hyundai Grand i10 Sportz,Delhi,6944.31,2016,81605,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,53316.35,2017,32642,Diesel,Automatic,First,14.84,2143,170.0,5.0,,Mercedes-Benz
1684,Hyundai Verna 1.6 SX VTVT AT,Pune,9964.24,2014,34200,Petrol,Automatic,First,15.74,1591,121.3,5.0,,Hyundai
1685,Fiat Punto EVO 1.2 Emotion,Chennai,3449.16,2010,72204,Petrol,Manual,First,15.7,1172,67.0,5.0,,Fiat
1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,12263.68,2011,156347,Diesel,Manual,Second,12.99,2494,100.0,8.0,,Toyota
1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,12830.88,2017,47357,Diesel,Automatic,First,18.49,1493,100.0,7.0,,Mahindra
1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,8262.65,2015,61738,Diesel,Manual,First,20.14,1498,88.8,5.0,,Volkswagen
1689,BMW 5 Series 520d Luxury Line,Kochi,57179.41,2018,32586,Diesel,Automatic,First,22.48,1995,190.0,5.0,67.87,BMW
1690,Mercedes-Benz GLE 350d,Coimbatore,108533.57,2018,40129,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,Mercedes-Benz
1691,Mercedes-Benz M-Class ML 350 CDI,Mumbai,34108.36,2012,51000,Diesel,Automatic,First,11.74,2987,254.8,5.0,,Mercedes-Benz
1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,9243.75,2018,10393,Petrol,Manual,First,18.9,1197,81.86,5.0,6.62,Hyundai
1693,Skoda Superb Elegance 1.8 TSI AT,Mumbai,7511.5,2011,46000,Petrol,Automatic,First,13.7,1798,157.75,5.0,,Skoda
1694,Hyundai i10 Sportz AT,Chennai,6070.52,2013,21000,Petrol,Automatic,First,16.95,1197,78.9,5.0,,Hyundai
1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,7051.62,2011,113562,Diesel,Manual,First,23.0,1396,90.0,5.0,,Hyundai
1696,Mahindra Scorpio VLX,Mumbai,8431.28,2011,100010,Diesel,Manual,Second,12.05,2179,120.0,8.0,,Mahindra
1697,Honda Brio V MT,Mumbai,4982.12,2013,63107,Petrol,Manual,First,19.4,1198,86.8,5.0,,Honda
1698,Hyundai i20 1.2 Magna Executive,Jaipur,9581.0,2017,58500,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
1699,Ford Endeavour 4x2 XLT Limited Edition,Pune,4598.88,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499,143.0,7.0,,Ford
1700,Hyundai Verna CRDi SX,Chennai,6515.08,2011,108242,Diesel,Manual,First,16.8,1493,110.0,5.0,,Hyundai
1701,Toyota Fortuner 3.0 Diesel,Pune,18778.76,2011,146300,Diesel,Manual,First,11.5,2982,171.0,7.0,,Toyota
1702,BMW X1 sDrive20d,Pune,16785.91,2011,62943,Diesel,Automatic,Second,17.05,1995,184.0,5.0,,BMW
1703,Toyota Fortuner 4x2 AT,Delhi,25293.84,2013,65000,Diesel,Automatic,First,12.55,2982,168.5,7.0,,Toyota
1704,Honda Amaze V CVT Petrol,Pune,11957.09,2018,1700,Petrol,Automatic,First,19.0,1199,88.76,5.0,9.44,Honda
1705,Hyundai i10 Era 1.1,Kochi,5671.95,2013,34697,Petrol,Manual,First,19.81,1086,68.05,5.0,,Hyundai
1706,Hyundai i20 1.2 Sportz,Hyderabad,6131.84,2012,58000,Petrol,Manual,First,17.0,1197,80.0,5.0,,Hyundai
1707,BMW 3 Series 320d GT Luxury Line,Mumbai,41006.68,2015,32500,Diesel,Automatic,First,19.59,1995,187.74,5.0,,BMW
1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,42968.87,2016,58661,Diesel,Automatic,First,15.17,1968,181.0,5.0,48.64,Audi
1709,Maruti Swift VXI Optional,Kochi,8339.3,2017,37124,Petrol,Manual,First,20.4,1197,81.8,5.0,,Maruti
1710,Maruti Baleno Delta Automatic,Delhi,9504.35,2017,44000,Petrol,Automatic,First,21.4,1197,83.1,5.0,,Maruti
1711,Hyundai Accent GLE,Kolkata,1379.66,2005,45200,Petrol,Manual,First,13.2,1495,94.0,5.0,,Hyundai
1712,Maruti Ritz LXi,Mumbai,6055.19,2016,11000,Petrol,Manual,First,18.5,1197,85.8,5.0,,Maruti
1713,Tata Nano Lx,Pune,674.5,2011,65000,Petrol,Manual,Second,26.0,624,35.0,4.0,,Tata
1714,Ford Figo Diesel EXI,Ahmedabad,4215.64,2012,55005,Diesel,Manual,First,20.0,1399,68.0,5.0,,Ford
1715,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,11497.2,2011,81650,Diesel,Automatic,First,18.33,1968,167.7,5.0,,Volkswagen
1716,Fiat Linea Emotion Pack (Diesel),Chennai,3832.4,2010,160000,Diesel,Manual,Second,19.0,1248,93.0,5.0,,Fiat
1717,Mahindra Xylo D4,Hyderabad,7664.8,2015,169000,Diesel,Manual,First,14.95,2489,93.7,7.0,11.69,Mahindra
1718,Maruti Wagon R VXI,Hyderabad,5518.66,2013,67263,Petrol,Manual,First,18.9,998,67.1,5.0,,Maruti
1719,Toyota Etios G Safety,Kochi,6116.51,2012,44223,Petrol,Manual,First,17.6,1496,88.7,5.0,,Toyota
1720,Hyundai Grand i10 Sportz,Coimbatore,8645.89,2015,36840,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,18395.52,2014,160000,Diesel,Manual,First,12.99,2494,100.0,8.0,,Toyota
1722,Tata Indica V2 DLS TC,Kolkata,1073.07,2008,133000,Diesel,Manual,First,16.8,1405,62.0,5.0,,Tata
1723,BMW 3 Series 320d Sport Line,Mumbai,29126.24,2015,69123,Diesel,Automatic,First,18.88,1995,184.0,5.0,,BMW
1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,46724.62,2017,38000,Diesel,Automatic,First,10.91,3198,197.0,7.0,,Ford
1725,Maruti Ciaz Zeta,Mumbai,12570.27,2017,5500,Petrol,Manual,First,21.56,1462,103.25,5.0,11.11,Maruti
1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,11573.85,2015,1001,Diesel,Manual,First,25.83,1498,99.0,5.0,,Ford
1727,Chevrolet Aveo U-VA 1.2 LS,Pune,1517.63,2007,59000,Petrol,Manual,Third,15.26,1150,74.9,5.0,,Chevrolet
1728,Honda City 1.5 V AT,Delhi,6361.78,2011,78256,Petrol,Automatic,First,16.8,1497,118.0,5.0,,Honda
1729,Nissan Sunny XL,Chennai,9504.35,2016,90000,Petrol,Manual,First,16.95,1498,97.6,5.0,,Nissan
1730,Maruti Swift Dzire VXI,Kolkata,6745.02,2016,18000,Petrol,Manual,First,19.1,1197,85.8,5.0,,Maruti
1731,Ford Figo Diesel Titanium,Kolkata,3219.22,2012,60000,Diesel,Manual,First,20.0,1399,68.0,5.0,,Ford
1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,3372.51,2011,130000,Diesel,Manual,First,20.3,1248,75.0,5.0,,Fiat
1733,Hyundai Elite i20 Petrol Asta,Coimbatore,12784.89,2018,32851,Petrol,Manual,First,18.6,1197,81.86,5.0,,Hyundai
1734,Maruti Swift Dzire VDI,Kolkata,6668.38,2014,32000,Diesel,Manual,First,23.4,1248,74.0,5.0,,Maruti
1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,10424.13,2014,62700,Diesel,Manual,First,22.7,1498,89.84,5.0,,Ford
1736,Maruti Swift Dzire VDi,Jaipur,5058.77,2010,71000,Diesel,Manual,First,19.3,1248,73.9,5.0,,Maruti
1737,Hyundai Grand i10 Sportz,Kochi,7726.12,2016,19947,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
1738,Ford Endeavour 3.0L 4X4 AT,Hyderabad,14103.23,2012,91000,Diesel,Automatic,First,11.4,2953,153.86,7.0,,Ford
1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,8737.87,2014,74000,Diesel,Manual,First,22.07,1199,73.9,5.0,,Volkswagen
1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,12999.5,2018,55594,Diesel,Manual,First,18.49,1493,100.0,7.0,,Mahindra
1741,BMW X6 xDrive 40d,Hyderabad,73582.08,2013,58000,Diesel,Automatic,First,11.2,2993,306.0,4.0,,BMW
1742,Renault Duster 110PS Diesel RxZ,Hyderabad,9351.06,2012,110224,Diesel,Manual,First,19.01,1461,108.45,5.0,,Renault
1743,Maruti Wagon R LXI,Ahmedabad,4215.64,2010,21002,Petrol,Manual,First,22.5,998,67.04,5.0,4.74,Maruti
1744,Maruti Ertiga SHVS VDI,Pune,12263.68,2017,121000,Diesel,Manual,First,24.52,1248,88.5,7.0,,Maruti
1745,Maruti Alto LXi BSIII,Jaipur,2835.98,2010,73513,Petrol,Manual,First,19.7,796,46.3,5.0,,Maruti
1746,Maruti Wagon R AMT VXI Option,Jaipur,5901.9,2015,34000,Petrol,Automatic,First,20.51,998,67.0,5.0,,Maruti
1747,Maruti Eeco 7 Seater Standard,Coimbatore,7266.23,2017,28371,Petrol,Manual,First,15.1,1196,73.0,7.0,4.98,Maruti
1748,Renault Duster 110PS Diesel RxL,Kochi,8630.56,2013,74755,Diesel,Manual,First,19.6,1461,108.45,5.0,,Renault
1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,4016.36,2011,25805,Petrol,Manual,First,18.2,1061,64.0,5.0,,Maruti
1750,Renault Duster Petrol RxL,Kochi,7511.5,2015,82603,Petrol,Manual,First,13.06,1598,102.53,5.0,,Renault
1751,Honda Civic 2006-2010 1.8 S MT,Chennai,4062.34,2006,110000,Petrol,Manual,First,13.5,1799,130.0,5.0,,Honda
1752,Mahindra XUV500 W8 2WD,Delhi,9182.43,2012,88000,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
1753,Mahindra Verito 1.5 D6 BSIV,Chennai,3679.1,2011,110000,Diesel,Manual,Second,21.0,1461,64.1,5.0,,Mahindra
1754,Renault KWID Climber 1.0 MT,Delhi,6515.08,2017,15000,Petrol,Manual,First,21.7,999,67.0,5.0,4.98,Renault
1755,Porsche Cayenne Diesel,Mumbai,61318.4,2013,70000,Diesel,Automatic,First,15.15,2967,240.0,5.0,,Porsche
1756,Maruti Swift DDiS VDI,Pune,4138.99,2008,150000,Diesel,Manual,Second,28.4,1248,74.0,5.0,,Maruti
1757,Datsun GO T Option,Hyderabad,4583.55,2016,19000,Petrol,Manual,First,20.63,1198,67.0,5.0,,Datsun
1758,Hyundai i20 1.2 Magna,Chennai,5212.06,2011,37442,Petrol,Manual,First,18.5,1197,80.0,5.0,,Hyundai
1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,47215.17,2016,63111,Diesel,Automatic,Second,18.12,1995,190.0,5.0,,BMW
1760,Maruti Ertiga ZDI,Mumbai,8967.82,2012,88000,Diesel,Manual,First,20.77,1248,88.8,7.0,,Maruti
1761,Hyundai Grand i10 Magna,Jaipur,6131.84,2014,42355,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
1762,BMW 3 Series 330i,Coimbatore,21645.4,2011,75871,Petrol,Automatic,First,9.43,2996,254.0,5.0,,BMW
1763,Chevrolet Cruze LTZ,Mumbai,6974.97,2011,65000,Diesel,Manual,First,17.9,1998,163.7,5.0,,Chevrolet
1765,Maruti Ritz LDi,Jaipur,4445.58,2011,79232,Diesel,Manual,First,21.1,1248,73.9,5.0,,Maruti
1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,9197.76,2007,220000,Petrol,Automatic,Second,11.74,1796,186.0,5.0,,Mercedes-Benz
1767,Hyundai i20 1.2 Magna Executive,Kochi,10654.07,2016,28470,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,4215.64,2014,9759,Petrol,Manual,First,20.3,998,68.05,5.0,,Hyundai
1769,Maruti Swift VDI,Pune,7818.1,2014,75216,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
1770,Hyundai i20 Sportz 1.2,Chennai,10347.48,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
1771,Maruti Ritz ZXi,Mumbai,5656.62,2014,59451,Petrol,Manual,First,18.5,1197,85.8,5.0,,Maruti
1772,Maruti Swift VDI,Hyderabad,8354.63,2013,53996,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
1773,Honda WRV i-VTEC VX,Kochi,14241.2,2018,15135,Petrol,Manual,First,17.5,1199,88.7,5.0,10.57,Honda
1774,Hyundai Xcent 1.2 Kappa AT S Option,Chennai,6131.84,2015,53000,Petrol,Automatic,Second,16.9,1197,81.86,5.0,,Hyundai
1775,Honda Amaze E i-Vtech,Kolkata,4445.58,2013,40000,Petrol,Manual,First,18.0,1198,86.7,5.0,,Honda
1776,Hyundai Verna 1.6 SX VTVT (O),Pune,8048.04,2013,21107,Petrol,Manual,First,17.1,1591,121.3,5.0,,Hyundai
1777,Honda City V MT,Mumbai,8814.52,2014,56000,Petrol,Manual,First,16.8,1497,116.3,5.0,,Honda
1778,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Coimbatore,20112.44,2017,19623,Petrol,Manual,First,15.29,1591,121.3,5.0,,Hyundai
1779,Mahindra XUV500 W8 2WD,Kochi,12003.08,2014,70963,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
1780,Maruti Wagon R LXI CNG,Mumbai,4828.82,2013,25755,CNG,Manual,First,26.6,998,58.16,5.0,,Maruti
1781,Toyota Innova 2.5 V Diesel 7-seater,Mumbai,15942.78,2013,51450,Diesel,Manual,First,12.8,2494,102.0,7.0,,Toyota
1782,Maruti Swift VDI,Pune,6668.38,2012,75000,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
1783,Maruti Wagon R VXI AMT,Coimbatore,8017.38,2017,37832,Petrol,Automatic,First,22.5,998,67.0,5.0,6.33,Maruti
1784,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,9213.09,2016,43041,Petrol,Manual,First,18.9,1197,81.86,5.0,8.1,Hyundai
1785,Honda Amaze VX i-DTEC,Hyderabad,6745.02,2014,97236,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
1786,BMW 3 Series 320d Highline,Chennai,19545.24,2010,83000,Diesel,Automatic,First,16.07,1995,181.0,5.0,,BMW
1787,Ford Figo Petrol Titanium,Delhi,3679.1,2011,65000,Petrol,Manual,First,15.6,1196,70.0,5.0,,Ford
1788,Volkswagen Ameo 1.2 MPI Trendline,Kochi,8753.2,2018,46007,Petrol,Manual,First,17.0,1198,73.75,5.0,,Volkswagen
1789,Ford Ecosport 1.5 DV5 MT Trend,Kochi,8415.95,2015,65925,Diesel,Manual,Second,22.7,1498,89.84,5.0,,Ford
1790,Honda City 1.3 EXI,Pune,1992.85,2004,73500,Petrol,Manual,Second,13.0,1343,90.0,5.0,,Honda
1791,Mahindra XUV500 W6 2WD,Kolkata,13030.16,2014,55000,Diesel,Manual,First,16.0,2179,140.0,7.0,,Mahindra
1792,Toyota Fortuner 4x2 Manual,Delhi,19913.15,2012,115000,Diesel,Manual,First,13.0,2982,168.5,7.0,,Toyota
1793,Hyundai Grand i10 1.2 Kappa Magna,Kolkata,7664.8,2017,31184,Petrol,Manual,First,18.9,1197,81.86,5.0,6.4,Hyundai
1794,Maruti Dzire AMT ZDI Plus,Pune,13796.64,2017,41747,Diesel,Automatic,First,28.4,1248,73.75,5.0,11.26,Maruti
1795,Maruti Swift VDI,Kochi,8002.05,2016,38143,Diesel,Manual,First,22.9,1248,74.0,5.0,,Maruti
1796,Volkswagen Polo Petrol Highline 1.2L,Pune,5825.25,2012,19030,Petrol,Manual,First,16.47,1198,73.9,5.0,,Volkswagen
1797,Toyota Etios Liva 1.2 VX Dual Tone,Coimbatore,11144.62,2019,20877,Petrol,Manual,First,18.16,1197,78.9,5.0,7.59,Toyota
1798,Maruti Swift VXI,Mumbai,7818.1,2016,23555,Petrol,Manual,First,22.0,1197,81.8,5.0,7.0,Maruti
1799,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Bangalore,44455.84,2013,29000,Diesel,Automatic,First,14.21,2143,203.0,5.0,,Mercedes-Benz
1800,Maruti Wagon R VXI,Pune,4445.58,2013,61000,Petrol,Manual,First,18.9,998,67.1,5.0,,Maruti
1801,Tata Nano Lx BSIV,Kochi,2115.48,2012,4187,Petrol,Manual,First,26.0,624,35.0,4.0,,Tata
1802,Skoda Laura 1.8 TSI Ambiente,Bangalore,8431.28,2011,46000,Petrol,Manual,First,13.4,1798,157.8,5.0,,Skoda
1803,Volkswagen Polo GT TSI,Mumbai,11113.96,2016,28000,Petrol,Automatic,First,17.21,1197,103.5,5.0,11.26,Volkswagen
1804,Hyundai Verna 1.6 SX,Coimbatore,10700.06,2014,83558,Diesel,Manual,First,22.32,1582,126.32,5.0,,Hyundai
1805,Tata Bolt Quadrajet XE,Hyderabad,8048.04,2017,40000,Diesel,Manual,First,22.95,1248,74.0,5.0,7.43,Tata
1806,Hyundai EON D Lite Plus,Kolkata,2989.27,2013,36000,Petrol,Manual,First,21.1,814,55.2,5.0,,Hyundai
1807,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,37557.52,2014,21000,Diesel,Automatic,First,17.11,1968,174.33,5.0,,Audi
1808,Toyota Innova 2.5 GX (Diesel) 7 Seater,Kochi,12738.9,2013,62162,Diesel,Manual,First,12.99,2494,100.0,7.0,,Toyota
1809,Mercedes-Benz M-Class ML 350 CDI,Hyderabad,55186.56,2012,83000,Diesel,Automatic,First,11.74,2987,254.8,5.0,,Mercedes-Benz
1810,Hyundai Xcent 1.1 CRDi S,Pune,8431.28,2015,58000,Diesel,Manual,First,24.4,1120,71.0,5.0,,Hyundai
1811,Honda Accord 2.4 AT,Kochi,9029.13,2011,62332,Petrol,Automatic,First,11.7,2354,177.6,5.0,,Honda
1812,Volkswagen Vento 1.5 TDI Highline,Kochi,12187.03,2016,50867,Diesel,Manual,First,20.34,1498,103.2,5.0,,Volkswagen
1813,Hyundai i20 Sportz Petrol,Mumbai,4215.64,2010,73000,Petrol,Manual,First,17.0,1197,80.0,5.0,,Hyundai
1814,Hyundai Elantra CRDi SX,Jaipur,9581.0,2012,98008,Diesel,Manual,First,22.7,1582,126.24,5.0,,Hyundai
1815,Ford Figo Diesel Titanium,Hyderabad,7588.15,2015,36000,Diesel,Manual,First,20.0,1399,68.05,5.0,,Ford
1816,Hyundai i20 1.2 Magna Executive,Kochi,9611.66,2019,27339,Petrol,Manual,First,18.6,1197,81.83,5.0,,Hyundai
1817,Hyundai Verna 1.6 CRDi SX,Kolkata,13260.1,2017,25000,Diesel,Manual,First,23.9,1582,126.2,5.0,,Hyundai
1818,Hyundai Grand i10 Asta,Kolkata,5365.36,2014,37000,Petrol,Manual,First,18.9,1197,82.0,5.0,,Hyundai
1819,Audi Q5 2.0 TDI,Hyderabad,53653.6,2015,56000,Diesel,Automatic,First,14.16,1968,174.3,5.0,,Audi
1820,Maruti Swift Dzire ZXi,Kolkata,6821.67,2015,27000,Petrol,Manual,First,17.5,1298,85.8,5.0,,Maruti
1821,Hyundai i20 Magna,Kolkata,4062.34,2012,37000,Petrol,Manual,First,18.5,1197,80.0,5.0,,Hyundai
1822,Mahindra KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,7204.91,2017,10500,Diesel,Manual,First,25.32,1198,77.0,5.0,,Mahindra
1823,Hyundai Elantra 1.6 SX Option AT,Ahmedabad,13643.34,2014,49000,Diesel,Automatic,First,18.23,1582,126.2,5.0,22.43,Hyundai
1824,Jeep Compass 2.0 Limited Option Black,Mumbai,26750.15,2017,7000,Diesel,Manual,First,17.1,1956,170.0,5.0,24.02,Jeep
1825,Maruti Vitara Brezza VDi Option,Coimbatore,14685.76,2017,71256,Diesel,Manual,First,24.3,1248,88.5,5.0,,Maruti
1826,Toyota Corolla Altis 1.8 GL,Kochi,9535.01,2012,83184,Petrol,Manual,First,14.28,1798,138.03,5.0,21.69,Toyota
1827,Mahindra XUV500 W8 2WD,Kolkata,11957.09,2013,87284,Diesel,Manual,First,15.1,2179,140.0,7.0,,Mahindra
1828,BMW X1 xDrive 20d xLine,Mumbai,42539.64,2016,7000,Diesel,Automatic,First,20.68,1995,190.0,5.0,,BMW
1829,Hyundai i20 Magna 1.4 CRDi,Pune,10730.72,2015,29000,Diesel,Manual,Second,22.54,1396,88.73,5.0,,Hyundai
1830,Mercedes-Benz GLE 350d,Coimbatore,99443.12,2017,33552,Diesel,Automatic,First,11.57,2987,254.79,5.0,95.13,Mercedes-Benz
1831,Chevrolet Cruze LTZ,Bangalore,9964.24,2013,64000,Diesel,Manual,Second,17.3,1998,163.7,5.0,,Chevrolet
1832,Hyundai i20 1.2 Magna,Jaipur,4138.99,2011,82000,Petrol,Manual,Second,18.5,1197,80.0,5.0,,Hyundai
1833,Honda Brio S MT,Mumbai,3832.4,2012,70000,Petrol,Manual,Second,19.4,1198,86.8,5.0,,Honda
1834,Nissan Evalia 2013 XL,Hyderabad,5978.54,2013,166194,Diesel,Manual,First,19.3,1461,84.8,7.0,,Nissan
1835,Volkswagen Polo Petrol Trendline 1.2L,Delhi,6055.19,2015,58000,Petrol,Manual,First,16.47,1198,73.9,5.0,,Volkswagen
1836,Hyundai i10 Sportz 1.2,Chennai,3219.22,2010,77000,Petrol,Manual,Second,20.36,1197,78.9,5.0,,Hyundai
1837,Chevrolet Cruze LTZ AT,Pune,5365.36,2009,73204,Diesel,Automatic,Third,18.1,1991,147.9,4.0,,Chevrolet
1838,Hyundai i10 Era,Hyderabad,3065.92,2007,70000,Petrol,Manual,Second,19.81,1086,68.05,5.0,,Hyundai
1839,Maruti Ertiga VDI,Delhi,8201.34,2014,79870,Diesel,Manual,First,20.77,1248,88.76,7.0,,Maruti
1840,Honda Amaze S i-Dtech,Delhi,5825.25,2013,90000,Diesel,Manual,First,25.8,1498,98.6,5.0,,Honda
1841,Mercedes-Benz A Class A180 Sport,Mumbai,26443.56,2016,17000,Petrol,Automatic,First,15.5,1595,122.0,5.0,34.63,Mercedes-Benz
1842,Hyundai Grand i10 1.2 Kappa Magna,Kochi,8477.27,2018,46493,Petrol,Manual,First,18.9,1197,81.86,5.0,6.32,Hyundai
1843,Hyundai i10 Sportz 1.2,Pune,2989.27,2009,68000,Petrol,Manual,Third,20.36,1197,78.9,5.0,,Hyundai
1844,Maruti Swift DDiS ZDI Plus,Hyderabad,12570.27,2017,2000,Diesel,Manual,First,28.4,1248,74.0,5.0,,Maruti
1845,Honda City 1.3 EXI,Pune,1379.66,1999,140000,Petrol,Manual,First,13.0,1343,90.0,5.0,,Honda
1846,Toyota Innova 2.5 GX (Diesel) 7 Seater,Pune,9964.24,2013,255000,Diesel,Manual,Third,12.99,2494,100.6,7.0,,Toyota
1847,Mini Cooper Countryman D High,Coimbatore,29754.75,2014,45535,Diesel,Automatic,First,23.8,1998,112.0,5.0,,Mini
